"data","volumeOperacional","pluviometria","temperaturaMedia","diferenca","medMov.pluviometria","medMov.diferenca","medMov.temperatura","predito","volumeOperacionalPredito"
"2000-03-04",508.14778,2.55,27,0.503700000000037,2.87,0.833942000000001,25.9333333333333,-0.631202399166665,NA
"2000-03-05",508.81044,0,27,0.662660000000016,2.85,0.599338666666669,26.2666666666667,-0.207318718333333,NA
"2000-03-06",509.18864,0,29,0.378199999999992,2.85,0.605434666666667,26.6666666666667,-0.315457646944443,NA
"2000-03-07",507.98287,0,23,-1.20577000000002,2.85,0.429251333333331,26.4666666666667,-0.205021004444443,NA
"2000-03-08",509.30446,14.975,20,1.32159000000001,3.84833333333333,0.477709333333333,26.0666666666667,0.532053229444444,NA
"2000-03-09",510.79296,0.2,22,1.48849999999998,3.77,0.541578666666665,25.8,0.489194623333332,NA
"2000-03-10",511.58083,0,22,0.787869999999998,3.44666666666667,0.580835333333334,25.5333333333333,0.0379259238888884,NA
"2000-03-11",511.75887,0.525,21,0.178040000000009,3.15333333333333,0.522346666666665,25.2,0.462269169841269,NA
"2000-03-12",512.36698,3,22,0.60811000000001,2.97333333333333,0.545557333333332,24.9333333333333,-0.262197087499999,NA
"2000-03-13",513.97471,0,23,1.60772999999994,2.97333333333333,0.634240666666664,24.6666666666667,0.0556912080555552,NA
"2000-03-14",513.92862,0,23,-0.0460899999999355,2.78666666666667,0.606752666666667,24.2666666666667,0.186094059444445,NA
"2000-03-15",513.30094,5.8,23,-0.627680000000054,2.83333333333333,0.500346666666663,24.0666666666667,-0.112262859722222,NA
"2000-03-16",513.07042,0,25,-0.230519999999955,2.125,0.445960666666667,23.9333333333333,0.374155162499999,NA
"2000-03-17",513.3741,3.65,25,0.303679999999985,2.055,0.448318666666667,23.8666666666667,0.122919960277778,NA
"2000-03-18",513.39523,3.8,24,0.021129999999971,2.3,0.383409999999999,23.7333333333333,-1.14018792472222,NA
"2000-03-19",513.7337,10.15,21,0.338470000000029,2.80666666666667,0.372394666666665,23.3333333333333,0.320494442222222,NA
"2000-03-20",513.8395,0.575,21,0.105800000000044,2.845,0.335270666666667,22.9333333333333,0.112322194999999,NA
"2000-03-21",513.73768,0,23,-0.101820000000088,2.845,0.303269333333328,22.5333333333333,-0.0859456499999989,NA
"2000-03-22",514.49425,8,23,0.75657000000001,3.37833333333333,0.434091999999998,22.5333333333333,0.147726002777777,NA
"2000-03-23",515.94191,5.4,25,1.44766000000004,2.74,0.442496666666666,22.8666666666667,0.113121437777778,NA
"2000-03-24",516.52389,16.775,28,0.581980000000044,3.845,0.382062000000003,23.2666666666667,0.677225645,NA
"2000-03-25",516.02977,6.725,24,-0.494120000000066,4.29333333333333,0.296595999999999,23.4,0.0986631766666658,NA
"2000-03-26",515.56431,0,24,-0.465460000000007,4.25833333333333,0.253695999999998,23.6,0.201589807777776,NA
